-1,plastic piece,68--81,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.
-1,warranty,19--27,the manufacturer's warranty only covers replacement/repair of parts.
1,programs,75--83,The 2 GB of RAM is plenty[comma] able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.
-1,Windows 7 Ultimate,16--34,I reloaded with Windows 7 Ultimate[comma] and the Bluetooth and Fingerprint reader (software) would not load.
1,Applications,2--14,[comma] Applications respond immediately (not like the tired MS applications).
0,1-year-warranty,37--52,The first fell apart right after the 1-year-warranty.
0,Microsoft Office,32--48,iLife is easily compatible with Microsoft Office so you can send and receive files from a PC.
-1,Size,0--4,Size: I know 13 is small (especially for a desktop replacement) but with an external monitor[comma] who cares.
1,performance,59--70,I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.
1,price,41--46,It is easy to use[comma] good quality and good price.
-1,Applecare tech support,24--46,After numerous calls to Applecare tech support[comma] I was directed to send in my computer;
-1,USB ports,157--166,Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in)[comma] buttons not working and USB ports inoperative.
1,WIndows 7,7--16,I love WIndows 7 which is a vast improvment over Vista.
1,carry,120--125,Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.
0,warranty service to Toshiba,22--49,When it come time for warranty service to Toshiba you don't matter.
-1,touchpad,62--70,"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does."
-1,lightscribe,32--43,The next time I had an issue my lightscribe wouldn't work.
-1,external harddrives,40--59,Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.
0,GarageBand,63--73,My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.
-1,work,39--43,so the fact that the computer does not work on the 24 twenty fourth day is my fault.
1,battery life,74--86,I charge it at night and skip taking the cord with me because of the good battery life.
1,built it web cam,20--36,It also came with a built it web cam which is great because I can see an communicate with my family members back home.
-1,hard drive,39--49,_A coupla months later[comma] they change my hard drive.
-1,power plug,33--43,"The ""abuse"" is that I pushed the power plug in too hard."
-1,screen,51--57,It was still working[comma] but there was nothing on the screen.
0,Time Machine,90--102,I connect a LaCie 2Big external drive via the firewire 800 interface[comma] which is useful for Time Machine.
-1,battery life,4--16,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.
1,keyboard,4--12,The keyboard feels good and I type just fine on it.
1,Browsing,0--8,Browsing[comma] also[comma] was no problem for me when I used itunes ( which usually slows down my PC ).
-1,Windows,98--105,Supplied software: The software that comes with this machine is greatly welcomed compared to what Windows comes with.
-1,WiFi,50--54,after much effort and 10 days ASUS replaced itThe WiFi is very weak.
1,online tutorial videos,4--26,The online tutorial videos make it super easy to learn if you have always used a PC.
1,use,25--28,Everything is so easy to use[comma] Mac software is just so much simpler than Microsoft software.
1,navigate,44--52,It made the computer much easier to use and navigate.
-1,programs,27--35,tons of bloatware and junk programs.
1,iWeb,104--108,The computer runs very fast with no problems and the iLife software that comes with it (iPhoto[comma] iMovie[comma] iWeb[comma] iTunes[comma] GarageBand) is all very helpful as well.
1,feature,127--134,also you may need to charge it once a day[comma] if for medium use every thing fast and easy with mac  the size and look is the most feature that attracted me to it.
-1,windows,7--14,Again- windows based machines were not giving me anything to work with!
-1,operation,50--59,But after using it a couple of weeks[comma] the overall operation is poor.
0,Garageband,92--102,There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.
1,functionality,36--49,While most people say that PCs hold functionality and value and Macs are just pretty to look at[comma] I think there's something to be said about the simplicity of Macs.
-1,button below the mouse pad,98--124,Externally the keys on my keyboard are falling off[comma] after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit[comma] and the screen has a terrible glare.
-1,ports,24--29,I had 3 months when the ports started going out.
-1,warranty period,43--58,Summary: They played games with me for the warranty period.
1,sharpness,37--46,The screen graphics and clarity[comma] and sharpness are great.
-1,software,93--101,"I bought it from HSN because it was ""bundled"" with extra software[comma] but as it turns out[comma] that software just crashes it more often....."
1,charge,59--65,I couldn't believe how long the battery lasted on a single charge.
0,nvidia 9800,88--99,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues."
1,quality,48--55,The price was very good[comma] and the product is top quality.
-1,Word,179--183,Even though it is running Snow Leopard[comma] 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.
1,Keyboard,0--8,Keyboard is great but primary and secondary control buttons could be more durable.
-1,design,46--52,This is the complete opposite to an ergonomic design.
0,customer service rep,10--30,Asked the customer service rep.
-1,battery life,57--69,MacBook Notebooks quickly die out because of their short battery life[comma] as well as the many background programs that run without the user's knowlede.
1,graphics chip,63--76,Who couldn't love a DVD burner[comma] 80-gigabyte HD[comma] and fairly new graphics chip? As I soon discovered[comma] though[comma] there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster[comma] better-configured[comma] and end up lasting a lot longer.
-1,keyboard,85--93,Returned laptop for repair a 2nd time and it came back with obvious physical damage (keyboard bulging and speaker grill pressed in)[comma] buttons not working and USB ports inoperative.
-1,battery life,6--18,-When battery life went to 4 hours or less[comma] took it to the MacHouse Amsterdam for repair (26th of August).
0,size,74--78,_ Until I bought the Dell[comma] I thought you just looked for what you wanted (size[comma] software[comma] options[comma] hardware) and purchase the best deal you could find.
0,internet,33--41,While I mostly use it for email[comma] internet and gaming[comma] I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.
0,usb port wires,98--112,I've haven't had any major problems with the laptop except that the plastic piece that covers the usb port wires have all come off.
0,extended life battery,186--207,That included the extra Sony Sonic Stage software[comma] the speakers and the subwoofer I got (that WAS worth the money)[comma] the bluetooth mouse for my supposedly bluetooth enabled computer[comma] the extended life battery and the Docking port.
0,bloatware,12--21,Loaded with bloatware.
-1,drivers,155--162,When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again[comma] everything from programs and drivers failing again[comma] to it powering off for no reason[comma] to locking up and freezing and just all sorts of issues.
1,use,27--30,_ Now[comma] as easy as it is to use[comma] and I do think it is a great STARTER laptop.
0,MSN Messenger,64--77,I run Dreamweaver[comma] Final Cut Pro 7[comma] Photoshop[comma] Safari[comma] Firefox[comma] MSN Messenger and a few other applications constantly at the same time.
0,screen,80--86,"I also got the added bonus of a 30"" HD Monitor[comma] which really helps to extend my screen and keep my eyes fresh!"
-1,price,129--134,and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.
0,tech guy,4--12,"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team[comma] which is the retail shop which I bought my netbook from."
1,value,54--59,While most people say that PCs hold functionality and value and Macs are just pretty to look at[comma] I think there's something to be said about the simplicity of Macs.
1,value,28--33,It's super fast and a great value for the price!
-1,installation time,30--47,Wasted me at least 8 hours of installation time.
1,price,49--54,Battery life could be better but overall for the price and Toshiba's reputation for laptops it's great!
1,software,38--46,i use my mac all the time[comma] i love the software[comma] the way it takes a short time to load things[comma] how easy it is to use and most of all how you don't have to worry about viruses.
1,size,34--38,I also love the small[comma] convenient size of my laptop[comma] making it a perfect tool for my academic studies.
1,price,79--84,you can find many laptops with the same performance and even better with lower price[comma] but you cannot find the look[comma] easy[comma] applications[comma] and the experience in mac.
1,4GB stick of RAM,51--67,One more tip[comma] please purchase this model and get a 4GB stick of RAM to save you $10
1,Windows,61--68,I now realize that my $900 would have been better spent on a Windows laptop.
-1,DVD burner,40--50,Anyway[comma] in early July of this year[comma] the DVD burner stopped working[comma] and the computer stared having issues with power supply.
1,tote,82--86,We love the size of the screen[comma] although it is still lightweight and very easy to tote around.
-1,"left ""mouse"" button",28--47,"Then just the other day[comma] my left ""mouse"" button snapped!"
0,Pages,47--52,PC users work in Word[comma] while Mac users work in Pages.
1,size,147--151,I get a ton of compliments on its size[comma] and speaking as someone who regularly commutes on a bus[comma] I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.
-1,Charger,0--7,Charger seems large for this class of computer.
-1,service,38--45,Sony parts reliability and quality of service is recenlty the worst.
-1,Microsoft word,0--14,Microsoft word was not on it andI had to buy it seperately.
1,screen,115--121,The acer one computer that I bought is 17 ince screen and its hard to find lap top bags for it[comma] but I like the big screen on it.
0,presentations,95--108,I also purchased iWork to go with it which has programs for word processing[comma] spreadsheets[comma] and presentations (similar to Microsoft Office).
0,Apple care,0--10,Apple care included.
0,games,31--36,Even so[comma] I like playing online games[comma] so it was wonderful that there is a feature where I can dualboot Windows.
0,lid,50--53,First[comma] it does not have a push button to open the lid.
0,weighed,3--10,It weighed like seven pounds or something like that.
1,shipping,57--65,"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product."
0,mousepad,60--68,_ Another THREE weeks later I had my laptop back with a new mousepad[comma] keys[comma] and casing.
0,Photo Booth,123--134,There are several programs for school or office use (Pages[comma] Numbers[comma] Keynote[comma] etc.)[comma] music (Garageband)[comma] photo management (Photo Booth[comma] iPhoto)[comma] video-editing or movie-making (iMovie)[comma] etc.
-1,hard drive,45--55,There is hardly any memory on the computer's hard drive.
0,Customer Service number,31--54,"In desparation[comma] I called their Customer Service number and was told that my warranty had expired (2 days old) and that the priviledge of talking to a technician would cost me (""have your credit card ready"")."
1,work,25--29,It really is perfect for work and play.
0,manual,12--18,I think the manual is somewhere on the hard drive[comma] but I rather have a hard copy.
-1,cover for the DVD drive,4--27,The cover for the DVD drive soon came off[comma] too--a mark of poor construction quality.
-1,hard drive,123--133,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.
1,look,110--114,you can find many laptops with the same performance and even better with lower price[comma] but you cannot find the look[comma] easy[comma] applications[comma] and the experience in mac.
1,features,192--200,I have found it very easy to use[comma] very imformative[comma] wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.
1,battery life,76--88,The display on this computer is the best I've seen in a very long time[comma] the battery life is very long and very convienent.
0,warranty,220--228,_ Long story short[comma] since I experience so many problems with my laptop every since I bought it from day one[comma] I didn't ask for a new laptop or a refund of what I pay for a crapy laptop[comma] but just an extension of my laptop warranty for another year[comma] they made a big deal of out that and after so many calls and complaints about their products and services[comma] they finally gave in.
1,unibody design,4--18,The unibody design is edgy and durable.
-1,right click key,30--45,_ This time the mouse pad and right click key wouldn't work!
1,Microsoft Office apps,41--62,It works great for general internet use[comma] Microsoft Office apps[comma] home bookkeeping[comma] etc.
-1,techs at HP,12--23,None of the techs at HP knew what they were doing.
-1,control buttons,44--59,Keyboard is great but primary and secondary control buttons could be more durable.
-1,"repair ""depot""",47--61,"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered."
1,works,3--8,It works exactly like it did the day I took it out of the box.
1,tracking area,44--57,However[comma] the multi-touch gestures and large tracking area make having an external mouse unnecessary (unless you're gaming).
-1,charger unit,35--47,Not to mention sometimes the whole charger unit will decide not to work entirely.
-1,battery life,49--61,My real problem with it? The statement of 7 hour battery life is not just mere exaggeration -- it's a lie.
-1,MOTHERBOARD,5--16,_THE MOTHERBOARD IS DEAD !
-1,sales team,109--121,"The tech guy then said the service center does not do 1-to-1 exchange and I have to direct my concern to the ""sales"" team[comma] which is the retail shop which I bought my netbook from."
1,Keynotes,47--55,In addition[comma] all the design tools on Pages and Keynotes makes it much easier to create professional looking documents and presentations.
1,wireless internet access,56--80,I have found also[comma] it is very easy to be able to access wireless internet access;
-1,windows,138--145,With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.
-1,3 year warranty,50--65,First of all[comma] they had no record of me having the 3 year warranty I'd paid almost $400 for[comma] and I had to call in[comma] spend hours on their online chat service[comma] and fax in multiple documents.
1,iphoto,49--55,also it comes with very useful applications like iphoto that it is the best photo application i have ever had
1,Intel built-in card,125--144,The ATI graphics card is a huge plus[comma] definitely a good value if you need to be able to run some slightly older games that a Intel built-in card would have trouble with[comma] such as Half-Life 2 or even World of Warcraft.
0,features,39--47,I looked around and based off my price/features comparison from a brand I trusted I landed here.
0,hard drive,19--29,_ They replaced my hard drive as well as my mother board.
0,games,30--35,My husband uses it mostly for games[comma] email and music.
0,security-prone OS,38--55,I dual boot with Linux and that other security-prone OS and it performs flawlessly.
1,iMovie,11--17,Comes with iMovie;
-1,cost,66--70,I took it in to the Apple store and guess what? They fixed it[comma] no cost out of pocket.
-1,casing of the power cord,6--30,_ The casing of the power cord fried and shocked my husband when he pulled it out of the socket.
1,size,160--164,But sitting on a lap or on a desk in front of you it looks more than big enough (this could be because Im used to my Lenovo 10 tablet now) plus this is a great size if I want to unplug the external keyboard[comma] mouse[comma] and monitor to take it with me when I take photos and video.
1,use,22--25,A mac is very easy to use and it simply makes sense.
-1,bluray read/write drive,54--77,Only thing I would want to add to this is an internal bluray read/write drive.
1,signals,39--46,"I have other computers that get strong signals that don't drop in places that this ""net""book loses its signal."
1,colors,56--62,The screen is very large and crystal clear with amazing colors and resolution.
-1,Windows 7 Starter,28--45,I don't understand why only Windows 7 Starter is included.
1,home use,27--35,A great computer for light home use and business use.
-1,battery life,4--16,The battery life is probably an hour at best.
1,graphics,55--63,It has plenty of memory[comma] lots of hard drive[comma] and great graphics.
1,track pad,148--157,The track pad to me is what really stands out though[comma] you can do several different things with it just depending on how many fingers you use on the track pad[comma] awesome thinking Apple!
1,feel,4--8,The feel of this is better than the Toshiba[comma] too.
1,surfing the web,87--102,You can do it all on this bad boy but the main thing this netbook was desinged for was surfing the web and boy o boy does it ever.
0,Internet focused activity,155--180,I bought it for my mom and she reports that the battery life lasts all day for her[comma] it's very lightweight[comma] and the response for the computing she's doing (Internet focused activity: mail[comma] research[comma] etc.) is excellent;
1,look,88--92,While most people say that PCs hold functionality and value and Macs are just pretty to look at[comma] I think there's something to be said about the simplicity of Macs.
-1,boot up,23--30,The machine is slow to boot up and occasionally crashes completely.
0,Dreamweaver,6--17,I run Dreamweaver[comma] Final Cut Pro 7[comma] Photoshop[comma] Safari[comma] Firefox[comma] MSN Messenger and a few other applications constantly at the same time.
1,color,10--15,Its white color is stylish for college students and easy to take to carry and take to classes.
-1,memory,20--26,There is hardly any memory on the computer's hard drive.
1,longevity,91--100,Yes[comma] they cost more[comma] but they more than make up for it in speed[comma] construction quality[comma] and longevity.
1,screen,20--26,Lightweight and the screen is beautiful!
1,boot up,10--17,Very fast boot up and shut down.
0,commodity hardware,13--31,It's now all commodity hardware.
-1,Microsoft software,72--90,Everything is so easy to use[comma] Mac software is just so much simpler than Microsoft software.
-1,speakers,65--73,The only thing I wish is the 15 inch MacBook Pro has much better speakers on the side of the keyboard.
-1,hinges,60--66,Of course[comma] I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.
1,price,8--13,For the price and what I get out of it has exceeded my expectations.
1,ram,35--38,It has a faster processor and more ram.
1,speed,58--63,Yes[comma] they cost more[comma] but they more than make up for it in speed[comma] construction quality[comma] and longevity.
-1,bios,78--82,"No[comma] tey don't even support their own bios and it ""could be a problem with the bios"" How can a company that makes a fairly decent product get away with such insanity??!!"
0,warranty,13--21,of course my warranty runs out next month.
1,"30"" HD Monitor",32--46,"I also got the added bonus of a 30"" HD Monitor[comma] which really helps to extend my screen and keep my eyes fresh!"
-1,Windows,6--13,Info: Windows failed to load because the kernal is missing[comma] or corrupt.
0,online chat,118--129,_ I could not find a phone number anywhere to call an actual live person for tech support and had to result the their online chat.
-1,BIOS,54--58,But sadly the replacement froze-up while updating the BIOS again and shut down and would not turn back on.
0,school use,28--38,_ But I needed a laptop for school use.
-1,Runs,21--25,The So called laptop Runs to Slow and I hate it!
-1,toshiba customer services,160--185,Ever since I bought this laptop[comma] so far I've experience nothing but constant break downs of the laptop and bad customer services I received over the phone with toshiba customer services hotlines.
0,hard drive,39--49,I think the manual is somewhere on the hard drive[comma] but I rather have a hard copy.
1,AfterEffects programs,54--75,_ I was also able to install and use my Photoshop and AfterEffects programs easily.
-1,run,82--85,It is loaded with programs that is of no good for the average user[comma] that makes it run way to slow.
1,machined aluminum frame,17--40,I love the solid machined aluminum frame[comma] and the keyboard is the best of any laptop I've used.
1,build,60--65,Most everything is fine with this machine: speed[comma] capacity[comma] build.
0,HDD Bays,16--24,-4 RAM slots[comma] 2 HDD Bays*[comma] 16GB RAM support -No Wireless Issues[comma] at least for me.
1,program,28--35,The capabilities using that program alone made me want a Mac.
-1,expese,19--25,Yes[comma] I thought the expese was a little much[comma] but I now realize you get what you pay for.
1,weight,73--79,It is easy to use[comma] its keyboard easily accommodates large hands[comma] and its weight is fantasic.
0,warranty,26--34,THEN[comma] one month after the warranty expired[comma] the replacement charger went.
-1,working,69--76,pretty much everything else about the computer is good it just stops working out of no were.
1,screen,4--10,The screen shows great colors.
-1,motherboard,24--35,they had to replace the motherboard in April
1,value,26--31,Its a good laptop for its value.
0,hard drive,20--30,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.
1,space,91--96,_ I considered I may have too much on the computer[comma] but after looking[comma] there was plenty of space and that is not the issue.
1,Windows 7,66--75,I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.
0,Keynote,86--93,PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.
-1,return policy,80--93,when i called to have another one shipped or to get my money back they said the return policy is 23 twenty three days from the date of purchase.
-1,performance,55--66,Overall I feel this netbook was poor quality[comma] had poor performance[comma] although it did have great battery life when it did work.
-1,Norton,134--140,I have never really been big on downloading anything so I wasn't too worried about getting a virus[comma] plus I thought I was protected by Norton.
1,arm piece,65--74,The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.
1,Quality Display,0--15,Quality Display  I was surprised with the performance and quality of this HP Laptop.
1,iPhotos,0--7,iPhotos is an excellent program for storing and organizing photos.
-1,Product support,0--15,Product support very poor as each phone call costs me long distan
1,battery life,12--24,10 hours of battery life is really something else....
1,Windows XP,24--34,I can have both OSX and Windows XP running at the same time!
-1,Vista,0--5,Vista is a nightmare.
1,shaped,15--21,Strengths:Well-shaped Weaknesses:A bad videocard!
-1,keys,15--19,Externally the keys on my keyboard are falling off[comma] after a few uses the paint is rubbing off the button below the mouse pad and where the heals of my hands sit[comma] and the screen has a terrible glare.
-1,system clock,12--24,Somehow the system clock got messed up after reboot.
-1,keys,0--4,keys are all in weird places and is way too large for the way it is designed.
1,trackpad,74--82,I also like that you can scroll down in a window using two fingers on the trackpad.
-1,battery life,4--16,The battery life also doesn't keep up with the claim but still I think macbook is much ahead from the rest of the pack.
-1,Features,0--8,Features like the font are very block-like and old school.
0,Firefox,62--69,I wiped nearly everything off of it[comma] installed OpenOffice and Firefox[comma] and I am operating an incredibly efficient and useful machine for a great price.
1,system,32--38,Screen is crystal clear and the system is very responsive.
1,Screen,0--6,Screen is crystal clear and the system is very responsive.
-1,batteries,55--64,The only bad thing about it is they give you the worst batteries possible.
1,customer support,12--28,So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all[comma] I just chose to hide the message.
1,flexibility,20--31,The sheer power and flexibility makes the MacBook Pro a must have for any techie!
-1,equipment,35--44,To be honest i think it was faulty equipment or something but idk.
-1,display screen,11--25,I hate the display screen and I have done everything I could do the change it.
1,programs,64--72,It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.
-1,batteries,38--47,_ i have tried to charge on different batteries with no luck.
-1,cam,269--272,I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid[comma] (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.
0,programs,82--90,Seems to slow down occassionally but can run many applications (ie Internet tabs[comma] programs[comma] etc) simultaneously.
-1,Windows,34--41,it might be something deep within Windows[comma] for I was unable to create a disk image on my hard drive.
-1,sound quality,45--58,Some features arent friendly ( volume wheel[comma] sound quality[comma] etc.
-1,Vista,48--53,_ There's literally no way to make it sing with Vista.
-1,online service,54--68,Windows Vista makes this computer almost unusable for online service.
-1,hinge,51--56,However[comma] my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).
-1,warranty,82--90,I purchased this netbook after my original Toshiba laptop crashed right after the warranty expired.
0,Function keys,55--68,cosmetically[comma] the only thing they changed was 2 of the Function keys at the top.
-1,battery life,4--16,The battery life was shorter than expected.
-1,cost,60--64,HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.
-1,computing,94--103,The processor a AMD Semprom at 2.1 ghz is a bummer it does not have the power for HD or heavy computing.
1,Screen,22--28,But with A WAY Bigger Screen[comma] and IS able to connect to an HDMI.
-1,Performance,35--46,Overall : Poor[comma] Features: Average[comma] Performance: Poor[comma] Battery Life: Excellent[comma] Price-Value: Poor
-1,clicking buttons,46--62,The screen is a little glary[comma] and I hated the clicking buttons[comma] but I got used to them.
-1,screen,94--100,_One night I turned the freaking thing off after using it[comma] the next day I turn it on[comma] no GUI[comma] screen all dark[comma] power light steady[comma] hard drive light steady and not flashing as it usually does.
1,graphics,40--48,_ It is easy to use[comma] fast and has great graphics for the money.
1,screen,4--10,The screen is bright and vivid and the keyboard is very easy to use[comma] very important for use quick typers.
-1,games,48--53,This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.
-1,keyboard,28--36,lots of extra space but the keyboard is ridiculously small.
-1,switch,102--108,with the switch being at the top you need to memorize the key combination rather than just flicking a switch.
-1,BATTERY,30--37,A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.
0,techies,77--84,After 2 months of complaints[comma] Asus finally sent the right power supply to my techies.
1,picture,6--13,Clear picture on it and everything.
-1,system memory,53--66,It could be a perfect laptop if it would have faster system memory and its radeon 5850 would have DDR5 instead of DDR3.
0,camera,21--27,I did think it had a camera because that was one of my requirements[comma] but forgot to check in the specifications on this one before I purchased.
1,battery life,48--60,I bought it for my mom and she reports that the battery life lasts all day for her[comma] it's very lightweight[comma] and the response for the computing she's doing (Internet focused activity: mail[comma] research[comma] etc.) is excellent;
-1,desktop background,26--44,1.You can not change your desktop background (window's 7 starter does NOT support that function).
1,processor,4--13,The processor is very quick and effective as I load webpages and applications.
-1,price,13--18,For the same price[comma] you get a lot more in the Asus....1920x1080 res.
1,service,33--40,BEST BUY - 5 STARS + + + (sales[comma] service[comma] respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple
-1,facial recognition,5--23,Asus facial recognition doesn't work and windows logon isn't either.
1,Unibody construction,4--24,The Unibody construction is solid[comma] sleek and beautiful.
1,price,95--100,For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000
1,screen,4--10,The screen is gorgeous - yummy good.
1,price,10--15,"A cheaper price should not equal a ""cheap"" product."
0,performance,40--51,you can find many laptops with the same performance and even better with lower price[comma] but you cannot find the look[comma] easy[comma] applications[comma] and the experience in mac.
1,program,44--51,I use iphoto all the time[comma] which is a great program for anyone who is into photography - amateurs and experts alike.
-1,MS Office,16--25,I wish iWork or MS Office came with the Mac[comma] but MS Office doesn't even come with most pc laptops.
1,use,76--79,Also it is very good for college students who just need a reliable[comma] easy to use computer.
0,Startup,0--7,Startup in about 30 seconds[comma] shutdown in 2-4 seconds[comma] resume from sleep in 0-2 seconds.
-1,Senior Tech,263--274,"In early May I got it back and this time I only had it back for 1 day before it had a NEW issue so it was sent back in for the 6th time they ""expedited"" the repairs so I was only supposed to have to be without it for 3 days and it was supposed to be fixed[comma] by a ""Senior Tech""."
1,aluminum style,60--74,"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues."
-1,clock in BIOS setup,57--76,After numerous attempts of trying (including setting the clock in BIOS setup directly)[comma] I gave up(I am a techie).
0,Windows XP Professional,55--78,We also use Paralles so we can run virtual machines of Windows XP Professional[comma] Windows 7 Home Premium[comma] Windows Server Enterprise 2003[comma] and Windows Server 2008 Enterprise.
1,keyboard,5--13,Good keyboard[comma] long battery life[comma] largest hard drive and windows 7.
1,incase shells,113--126,Also[comma] one of the users mentioned how the edges on the macbook is sharp[comma] if you have money to spend on one of the incase shells[comma] it doesn't seem to be a problem.
1,Vista Business,28--42,Which is great I am running Vista Business and scored a 5.X on the index I have never seen a windows machine have a total score in the 5's.
1,navigate,26--34,It was secure and easy to navigate.
1,resolution,4--14,The resolution is even higher then any other laptop on the market.
0,word editing,65--77,It has a 10 hour battery life when you're doing web browsing and word editing[comma] making it perfect for the classroom or office[comma] and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.
1,Delivery,0--8,Delivery was early too.
1,features,28--36,There are so many wonderful features and benefits to the new MacBook!
-1,book,36--40,The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.
0,surf the web,46--58,I use the computer to basically check emails[comma] surf the web[comma] print coupons and for my college papers.
-1,size,53--57,It was heavy[comma]bulky[comma] and hard to carry because of the size.
1,feature,74--81,Even so[comma] I like playing online games[comma] so it was wonderful that there is a feature where I can dualboot Windows.
-1,edges,62--67,"I have in the past gotten superfine sandpaper and ""fixed"" the edges by rounding them off."
1,size,11--15,I love the size[comma] keyboard[comma] the functions.
-1,resolution,78--88,My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60
1,use,35--38,The laptop is relatively simple to use[comma] though I bought  Macs for Dummies[comma]  which is well worth $2
1,weight,112--118,The laptop is very lightweight[comma] can easily carry around in a knapsack full of text books and it barely adds any weight.
1,warranty,76--84,I got assurances from 2 different people that the remaining 10 months of my warranty would transfer to the new computer.
-1,arm velcro,8--18,But the arm velcro is torn after one use.
1,iPhotos,43--50,It has many great programs[comma] such as ILife[comma] iPhotos and others.
1,speed,4--9,The speed is incredible and I am more than satisfied.
1,performance,42--53,I'm really impressed with the quality and performance for the price of the computer.
-1,Dell's customer disservice,0--26,Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.
1,wt,30--32,I love its solid build[comma] light wt and excellent battery life (for now).
1,touchpad,86--94,I bought a Logitech desktop set in anticipation for using with the MBP[comma] but I use the touchpad 90% of the time.
-1,volume wheel,31--43,Some features arent friendly ( volume wheel[comma] sound quality[comma] etc.
1,Windows 7 Starter,4--21,The Windows 7 Starter is[comma] in my opinion[comma] a great way to think about using your netbook: basics[comma] basics[comma] basics.
0,application,17--28,BUT there's this application called Boot Camp which allows you to add another OS X like Windows.
1,support,97--104,While Apple's saving grace is the fact that they at least stand behind their products[comma] and their support is great[comma] it would be nice if their products were more reliable to justify the premium.
1,garage band,96--107,I even got my teenage son one[comma] because of the features that it offers[comma] like[comma] iChat[comma] Photobooth[comma] garage band and more!
-1,Toshiba customer services,2--27,_ Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another[comma] and I am not kidding you[comma] I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again[comma] since they make it sound like they don't have your history list of your calls right in front of them.
1,build quality,12--25,The overall build quality of the unit is excellent and she'd recommend it to anyone else looking for a netbook.
-1,windows OS,48--58,I loved the netbook (minus the fact that it was windows OS) until this started happening.
1,transport,33--42,Comfterbale to use light easy to transport.
-1,mouse,87--92,Needs Power and Mouse Cable to Plug in back instead of side[comma] In the way of operating a mouse in small area.
1,drag and drop feature,18--39,Mostly I love the drag and drop feature.
1,performance,36--47,I bought this laptop because of the performance to price ratio.
